index,functions,pair,candidate_TPL,label
39838,"1. Over 20 solitaire variations for free
2. Simple tutorials to help you out
3. Fun leaderboards to play with friends and compare scores
4. Exclusive Intelli-Tap card logic for easy gameplay
5. Draw 1 and Draw 3 Klondike, Spider, FreeCell, and Tri-Peaks
6. Best-in-class tutorials for all 20 solitaire variations
7. In-Game shop for exclusive cards & backgrounds
8. Winnable Deals with guaranteed winnable deals for every game
9. Beautiful HD Graphics
10. Play with friends by signing in to Facebook or play solo
11. Amazing leaderboards to show your scores and team's intelligence
12. Exclusive Easy Read cards
13. Best-in-class customer care for any questions","[""Appnexus Android SDK"", ""Google Play SDK""]","[""MoPub""]",True
36515,"1. Book your Bangkok hotel
2. Access 100+ travel sites in one app
3. Up to 80% discount on Bangkok Hotels
4. Find last minute hotel deals
5. Search by location, date, and number of guests
6. ""Around Me"" search for nearby options
7. View search results on a map or in a list format
8. Interactive map with zoom and swipe features
9. View hotel details, ratings, images, and features
10. Compare rates from partner booking sites
11. Refine search by price, star ratings, areas, and hotel features
12. Book with partner websites directly from the app
13. View big image gallery of hotels
14. App available in 41 languages
15. Search hotel deals through various websites
16. One search for all listed hotels and best prices
17. Hostel and lodging listing available in the app","[""Android BitmapFun"", ""Kankan Wheel View""]","[""Google Android Net""]",True
29530,"1. Real maritime combat action
2. Lead the famous naval battle to victory
3. Naval battles in the seas around the world
4. Enjoy with all server users
5. Over 200 types of real battleships
6. Endless level up
7. Fun daily activities for the admiral","[""igaworks"", ""ChartBoost""]","[""cocos2DX""]",False
19168,"1. Live Match Center
2. Real-time updates for all matches
3. Live Stats
4. Photo galleries
5. Live voting
6. Schedule - Results
7. Ratings
8. History with analysis of important stations
9. Statistics for Super League players through comparison
10. Multimedia with videos and photos
11. HD Wallpapers
12. Autographs
13. Presentation of the team with player profiles, statistics, photo galleries, and Q+A
14. Presentation of K20 with player profiles and statistics
15. Academies
16. Update and purchase of tickets","[""Cronet API"", ""Android Support v4""]","[""CrossWalk API""]",True
14655,"1. Tourism information for Corsica
2. Leisure activities in Corsica
3. Practical information for Corsica
4. Shopping recommendations in Corsica
5. Calendar of events in Corsica
6. Photo gallery of Corsica
7. Transport timetables for Corsica
8. Unmissable attractions in Corsica","[""Android GeoJSON Library"", ""Facebook SDK""]","[""Adtech""]",False
35221,"- View upcoming fixtures
- Read match reports
- Access fan articles
- Stay updated with news feed
- Explore away day guide
- Share your own photos","[""PayPal"", ""Google Ads""]","[""Credit card scanning for Android apps""]",True
13686,"1. Create delicious food with Judy.
2. See and eat a variety of delicious food.
3. Challenge the Chef King Contest.
4. Decorate Judy with various costumes.","[""TnkAd SDK"", ""Google Ads""]","[""igaworks""]",True
23965,"1. Move Bubble Squares to make them disappear.
2. Line up at least three to eliminate them.
3. Challenge mode with 200 levels.
4. Explore colorful islands.
5. Arcade Mode with frantic pace.
6. Clues to help in difficult situations.
7. Complete dozens of achievements.
8. World ranking to prove your skills.","[""MoPub"", ""Unity3d Advertisement""]","[""ExoPlayer""]",True
38654,"1. Meet new friends while travelling Australia.
2. Find and book hostels easily.
3. Message potential travel mates around you.
4. Share journey, stories, tips, eat, and drink.
5. Explore the country together with travel mates.
6. See hostel locations on the map.
7. Book a room directly via mobile phone.
8. No extra booking fees for hostel bookings.
9. Stay informed about the best hostel deals.","[""Twotoasters Clusterkraf"", ""Apache Harmony""]","[""AndroidQuery""]",True
43864,"1. Contact us with a touch of a button.
2. Manage your policy easily.
3. Submit policy changes or claims.
4. Include pictures, GPS locators, and signatures.
5. Save ID cards and important documents.
6. Share the app using handy share features.","[""Android BitmapFun"", ""Kxml2""]","[""ZXing ('Zebra Crossing')""]",True
37640,"1. View event information for TyFor 2 nightclub.
2. Check available dates for nightclub bookings.
3. Reserve a table at TyFor 2 nightclub.
4. Explore upcoming events at the nightclub.
5. Access contact details for TyFor 2 nightclub.
6. Get directions to TyFor 2 nightclub in Montargis.
7. View photos and videos of the nightclub.
8. Read reviews and ratings for TyFor 2 nightclub.","[""hamcrest"", ""Google Ads""]","[""Junit""]",True
55870,"1. Real-time online battles with friends
2. Ranking matches for competitive gameplay
3. Home run tournaments for accumulating scores
4. Classic challenge events against top teams
5. Collecting epoch-making superstars with real-life images
6. National Supreme Ranking Tournament for high rewards
7. Choosing tactics during battles for strategic advantage
8. Using powerful relays and backups to defeat opponents
9. Letting the computer play the game for easy gameplay
10. Challenging friends and learning their lineup strength","[""Android for Cars SDK"", ""Google Ads""]","[""LINE SDK starter""]",True
19722,"1. Content rating is Everyone.
2. Listed in Simulation category of app store.
3. Developed by MobileHero.
4. Know more about the company/developer.
5. Download and install on Android devices.
6. Download using your favorite browser.
7. Install the app.
8. Provides original and pure apk file.
9. Faster download speed than Street Dog Survival Simulator apk mirrors.
10. Run using popular Android emulators.","[""Unity3d Advertisement"", ""Google Ads""]","[""Unity3D""]",True
49874,"1. Defend cities and castles against hostile enemies.
2. Take command of soldiers, towers, and heroes.
3. Upgrade troops, turrets, and castle defense.
4. Fight against endless waves of hostile enemies.
5. Encounter cruel bosses and tough enemies.
6. Use special turrets, weapons, and abilities.
7. Play 27 intensive campaign maps.
8. Fight with military heroes in tower defense gameplay.
9. Battle against 30 types of cruel enemy units.
10. Use 6 types of towers and turrets.
11. Upgrade towers to become a successful army.
12. Use special military items in the laboratory.","[""Android In App Billing V3 Library"", ""Google Mobile Services""]","[""Supersonic Android SDK""]",True
37296,"1. Art of Etiquette
2. Art of Marketing
3. Success Stories
4. Stories and Lessons
5. Successful Projects
6. Mouths of the Wise
7. Motherhood and Childhood
8. Ethics and Values
9. Closer than Your Creator
10. Take Your Decision
11. Time Management
12. Communication Skills
13. Success
14. The Family
15. Innovation and Creativity
16. Successful Management
17. Human Development
18. Human Development in Islam
19. Happiness
20. Personality
21. Enjoy Your Life
22. Functional Skills Development
23. Health and Sports
24. Psychology","[""Conduit App"", ""Larva Labs SVG-Android""]","[""Nostra13 Universal Image Loader""]",True
33775,"1. Find out more about 45Kilo product.  
2. Make purchases directly in the app.","[""hamcrest"", ""Facebook SDK""]","[""Google Gson""]",False
43328,"- Tap to make blue block jump
- Tap to make magneta block jump
- Survive as long as you can
- Endless gameplay
- Challenging and addictive
- Fun gaming experience for all ages
- Hone hand-eye coordination and gaming skills
- Easy enough for beginners, hard to master
- Download and challenge friends to beat high score","[""AWS Java SDK For AWS Performance Insights"", ""ChartBoost""]","[""Amazon Auth SDK""]",True
46595,"1. GPS map applications for navigation and directions
2. Current information on events and tours
3. Detailed tips for tourist information
4. Overview of Franconian travel destination
5. Information on tourist locations and attractions
6. Up-to-date information on over 2,500 events
7. Regional cuisine and Franconian wine recommendations
8. Tour suggestions for holiday routes and trails
9. Availability of Bavaria and Franconia road maps
10. Topographic maps for detailed exploration
11. Aerial photos via LDBV Bavaria
12. Publisher and imprint information
13. Contact for questions or suggestions","[""Android GeoJSON Library"", ""Google Tag Manager""]","[""Mapbox Maps SDK For Android""]",True
42236,"1. Online fashion store with latest trend updates.
2. Beautiful, stylish, and affordable bag selections.
3. Wide range of choices for all customers.
4. Free worldwide shipping for all orders.
5. Preferred online shopping destination for customers.","[""Android BitmapFun"", ""ActionBarSherlock""]","[""Bolts Base Library""]",True
30041,"1. Join international students in English class.
2. Learn English through real-life situations.
3. Complete lessons to improve your English.
4. Collect points to track your progress.
5. Practice pronunciation with voice recognition technology.
6. Engage in activities designed for quick learning.
7. Earn a diploma for your English proficiency.","[""Google Core Libraries (3rd Party)"", ""Android Support v13""]","[""Google Core Libraries for Java 6+""]",True
38107,"1. Provide tips for teaching kids useful things.  
2. Suggest activities to teach good habits.  
3. Advise activities to avoid in front of kids.  
4. Offer insights on improving social skills.  
5. Explain the importance of good social skills.","[""Jasonkostempski"", ""Google Android Net""]","[""SLF4J API Module""]",True
45481,"1. Track menstrual cycle  
2. Manage monthly cycle  
3. Keep period calendar  
4. Chart menstrual cycle","[""Android BitmapFun"", ""Google Mobile Services""]","[""ZXing ('Zebra Crossing')""]",True
18143,"1. Dodge deadly obstacles
2. Run as fast as you can
3. Collect all cubes
4. Perform the perfect run
5. Unlock amazing characters
6. Try again, and again, and again","[""Google Tag Manager"", ""Fmod""]","[""Google Analytics""]",True
21341,"1. Control a mountain bike, bicycle, car, truck, motorbike, or four-wheeler.  
2. Overcome obstacles and collect coins.  
3. Upgrade parts like engine, suspension, and tires.  
4. Ride at maximum speed and jump over pits and water.  
5. Do tricks off ramps, insane flips, and loops.  
6. Experience endless run gameplay.  
7. Choose from 4+ characters.  
8. Select from 21+ vehicles including bicycles, BMX, motorbikes, and more.  
9. Play offline without wifi or internet.  
10. Experience realistic physics in the game.  
11. Navigate through 9+ addictive worlds.","[""HttpClient Android repackage buildscript"", ""Google Ads""]","[""Android Async HTTP Library""]",True
34122,"1. Call RA on duty
2. Learn about hall staff
3. Get security updates
4. Get event updates
5. Browse Yavapai Calendar","[""Android BitmapFun"", ""Google Play SDK""]","[""Facebook SDK""]",True
55200,"1. Drive through challenging tracks
2. Avoid hitting barriers and parked cars
3. Show off your driving talent
4. Complete super cool parking levels
5. Realistic HD graphics and 3D environment
6. Smooth controls with realistic physics
7. Unique REWIND feature
8. Multiple real-life ambulances for selection
9. Earn coins for successful parking
10. Difficult ambulance parking challenges
11. Remove ads and unlock all levels
12. Buy coins to avail additional features","[""Square Dagger"", ""Immersion's Haptic SDK For Android""]","[""Nine Old Androids""]",True
38559,"1. Download the app for free
2. Schedule trips quickly, easily, and safely
3. Search and buy airline tickets
4. Make accommodation reservations in Brazil and worldwide
5. View scheduled trips and purchase details","[""KObjects"", ""Facebook SDK""]","[""XML Pull""]",True
54456,"1. PhysKick engine for realistic soccer gameplay
2. Command ball's power, spin, arc, trajectory, and curve
3. Compete in online international tournaments
4. Unlock rare equipment to achieve superstar status
5. Stunning AAA graphics with special effects
6. Easy to replay multiplayer experience
7. Join a community of over 50 million gamers worldwide","[""AWS Java SDK For AWS Performance Insights"", ""Nine Old Androids""]","[""Amazon Game Studios""]",True
20204,"1. Pass game levels and earn stars.  
2. Earn likes for favorite photos.  
3. Play new games for earnings between levels.  
4. Redeem rewards using stars.","[""Facebook SDK"", ""Fmod""]","[""Bolts Base Library""]",True
40356,"1. Author services: Assistance for writers to become authors.
2. Publishing support: Help with taking ideas from paper to print.
3. Resource access: Provide resources for writers without normal access.
4. Life-changing passion: Support writers in tapping into their passion.
5. Writer outreach: Reach out to writers who have been counted out.
6. Collaboration: Work with writers to achieve their word count.","[""Appcelerator"", ""Apache Http""]","[""Nine Old Androids""]",True
15846,"1. Run and fly with James the squirrel
2. Enter the enchanted forest
3. Help collect hazelnuts
4. Learn to fly in the enchanted forest
5. Avoid angry bees
6. Shoot down bees with ultrasonic whistle
7. Choose your favorite squirrel
8. Collect snail shells to slow down speed
9. Wonderful high-resolution graphics
10. Simple one touch controls
11. Ultra sonic voice
12. Easy and fun to play
13. Nice background music
14. Tap to make squirrel fly
15. Fly at max height by keeping finger pressed
16. Kill bees with ultrasonic whistle
17. Power acorn makes you unbeatable for seconds
18. Rush through the forest
19. Collect as many hazelnuts as possible
20. Establish a new record (best score)","[""Square Dagger"", ""Google Play SDK""]","[""Nine Old Androids""]",True
14525,"1. Catch fresh guavas while avoiding rotten ones.
2. Earn coins to unlock backgrounds, costumes, companions.
3. Download and play for free.
4. Reach milestones to progress in the game.
5. Use Cloud Save and Load feature.
6. Unlock new Kurta Costume set.
7. Unlock new Taj Mahal Background.","[""Unity3D"", ""Android Support v4""]","[""Unity3d Advertisement""]",True
12282,"1. Maneuver heavy dump truck through city traffic
2. Park dump truck over challenging locations
3. Drive and deliver dump to multiple locations
4. Enjoy free mode of driving through city streets
5. Experience addictive challenges of career mode
6. Explore new stuff with progressive multiple levels
7. Remove ads from the game with in-app purchase","[""Unity3d Advertisement"", ""Google Ads""]","[""Unity3D""]",True
34299,"1. Get inspired with Wedding Cakes rack ideas
2. Find the perfect pair of Wedding Cakes
3. Download and share the app with friends","[""Jasonkostempski"", ""XML Pull""]","[""ksoap2""]",True
21575,"1. Real-time statistics and facts about matches and players.
2. Live and seasonal stats for favorite clubs and players.
3. Analyze performance and compare in detail.
4. Configurable statistics boards for personalized viewing.
5. View top performance values and follow live statistics.
6. Access condensed game intelligence for sports bar or press conference.
7. Choose specific statistics to always see at a glance.","[""Cronet API"", ""Adjust""]","[""JavaX Annotation API""]",True
44897,"1. Make homemade face masks
2. Create homemade lip balms
3. Prepare homemade face scrubs
4. Follow DIY beauty recipes
5. Have a spa experience at home
6. Discover simple and effective skin treatments
7. Use inexpensive ingredients for DIY beauty
8. Explore various homemade beauty options","[""Android BitmapFun"", ""Google Ads""]","[""ActionBar PullToRefresh""]",True
21726,"1. Browse and read ACN Mirror magazine articles.
2. Search for specific topics within ACN Mirror magazine.
3. Bookmark articles for easy access later.
4. Share articles with friends and contacts.
5. Adjust font size for comfortable reading experience.
6. Save articles for offline reading.
7. Receive notifications for new magazine issues.
8. Access archived issues of ACN Mirror magazine.","[""SLF4J API Module"", ""Jsoup""]","[""Cronet API""]",False
23225,"1. Explore the wonderful carnival world!
2. Experience unique rules and gameplay in each scene.
3. Enjoy exciting mini games in every scene.
4. Claim daily login rewards for higher levels and more friends.
5. Get a free bonus every two hours.
6. Login with Facebook for extra bonuses.
7. Compete with Facebook friends on missions.
8. Aim for the jackpot and win big!
9. Discover great prizes waiting for you.
10. Earn special rewards, free spins, and more.
11. Stay tuned for new scenes and more ways to play.","[""Square Dagger"", ""AppLovin SDK""]","[""Vungle's Android SDK""]",True
40397,"1. Contact Skyline Towing and Recovery 24/7
2. 24 hour tow service
3. 24 hour lock out service
4. 24 hour tire changes
5. All the help you need in one place
6. Skyline Towing is Always with with you when you need them with the new mobile app!","[""Jaxen"", ""Apache Http""]","[""Kankan Wheel View""]",True
55257,"1. Access latest stock data from Lightstream Resources Ltd.
2. Read news and SEC Filings from Lightstream Resources Ltd.
3. View proprietary company content, including presentations and videos.
4. Receive push notifications for new content updates.
5. Add events to calendar for easy tracking.
6. Share content with others.
7. Download content for offline viewing.","[""Cronet API"", ""Google GCM""]","[""JavaX Annotation API""]",True
47864,"1. View daily, weekly, and monthly fortunes for each zodiac sign.
2. Numerology calculations for self-understanding.
3. Fun and professional calculations for discovering more.
4. Personal account login for accessing fortune features.
5. Clear indexes for emotions, work, money, and health.
6. Zodiac signs of nobles and villains at a glance.
7. Lucky numbers and colors for a smooth life.
8. Ziwei Dou Shu calculation for professional insights.
9. Tarot divination for life fortune analysis.
10. Name analysis for understanding personal destiny.
11. Spiritual contact through Facebook for fresh numerology consultation.
12. Contact through email for valuable suggestions and comments.","[""Tencent SDKs"", ""Google Play SDK""]","[""Alibaba Amap""]",True
42933,"1. Explore antique sites and peristyle houses
2. View collections at the archeological museum
3. Access educational and visual material
4. Play interactive game to enrich your tour
5. Listen to audio guides in multiple languages
6. View photographs and drawings of the sites
7. Upload comments to guide you through the city
8. Discover medieval areas and the roman cathedral
9. Explore narrow streets, squares, and water fountains
10. Visit the count castle in the charming town","[""OpenStreetMap-Tools"", ""Google Tag Manager""]","[""Metalev Multi Touch""]",False
29368,"1. Beginner & pro workout routines designed by experts.  
2. Acts as your own personal trainer.  
3. Provides workout plans as personal trainer.  
4. Offers workout routines for toning, strength training, slimming, and more.  
5. Full fitness solution for gym use.  
6. Features workout routines with 3000+ exercise variations.  
7. Provides detailed descriptions and videos for exercises.  
8. Search exercises by muscle group, equipment, or keyword.  
9. Offers multiple gym workout routines.  
10. Supports specific muscle-focused and full-body workouts.  
11. Features cardio for full workout experience.  
12. Saves favorite exercises.  
13. Modifies and saves pre-made routines.  
14. Allows creating and adding custom workout programs.  
15. Provides audio cues for rest time between sets.  
","[""Google Core Libraries (3rd Party)"", ""Retrofit Restful Library""]","[""Google Core Libraries for Java 6+""]",True
35438,"1. Provide home care for terminally ill patients.
2. Meet patients' physical, emotional, social, and spiritual needs.
3. Affirm life and focus on quality of life.
4. Provide support and care for persons in last phases of incurable illnesses.
5. Recognize dying as a normal process.
6. Neither hasten nor postpone death.
7. Provide appropriate care and support for mental and spiritual preparation for death.
8. Support families in meeting their needs.","[""Facebook SDK"", ""newrelic""]","[""Bolts Base Library""]",True
37402,"1. Promote extreme sports in Zambia.
2. Support youth talent development in Zambia.
3. Empower youths through street arts and talents.
4. Provide opportunities for skateboarding enthusiasts.
5. Foster hip hop dance culture in Zambia.
6. Showcase world-class talent in extreme sports.
7. Encourage creativity and self-expression through street arts.
8. Connect youth talent with global opportunities.
9. Organize events and competitions for extreme sports.
10. Inspire and motivate young people in Zambia.","[""Conduit App"", ""Google GData""]","[""Larva Labs SVG-Android""]",True
16150,"1. Drive cars
2. Transport trucks
3. Take flight with cargo airplane
4. Transport vehicles to given locations
5. Become a car driver
6. Become a truck transport driver
7. Become a cargo airplane pilot
8. Deliver cars
9. Drive car onto trailer
10. Get behind the wheel of transport truck
11. Drive transport truck to airfield
12. Drive car in cargo compartment of cargo airplane
13. Fly cargo airplane to given coordinates","[""Unity3D"", ""Amazon In-App Purchasing""]","[""Unity3d Advertisement""]",True
24609,"- Join exciting ocean adventures in a slot machine
- Spend hours spinning and winning
- Download the slot machine for free
- Try your luck and win casino rewards
- Get free chips and a Progressive Jackpot
- Enjoy exciting bonus minigames
- Spin the Fortune Wheel for a chance at the Amazing Jackpot
- Great HD graphics
- User-friendly interface
- Incredible payouts
- Discover amazing ocean treasures","[""Google Tag Manager"", ""Vungle's Android SDK""]","[""Google Analytics""]",True
48869,"1. Book a trip in as few as 2 clicks  
2. Monitor the progress of your vehicle on a map  
3. Create a list of favourite addresses and assign a custom name for each  
4. Review all reservations made over the past 30 days  
5. Provide feedback related to the application and/or service received  
6. Call Delta Cab's Wave YYC with the push of a button  
7. Retain a history of previous reservations for expense management  
8. Rebook the same trip with the push of a button  
9. Create a list of favourite locations to speed the booking process","[""Bolts Base Library"", ""Android Support v13""]","[""Facebook SDK""]",True
13057,"1. Easy to use Step by Step Instructions
2. Learn How to Tie a Tie
3. Step by Step guide for various knots
4. Different ways of tying a tie in pictures
5. How to tie a tie, how to knot a tie
6. Tie knots tying scheme
7. Knot Tie Ascot type
8. Cross knot
9. Many other types of knots","[""Android BitmapFun"", ""Android Viewpagerindicator Widget""]","[""ZXing ('Zebra Crossing')""]",True
28189,"1. Tap, collect, and crash candy-like combos
2. Unlock impressive hi-definition selfie photos
3. Compete with friends and share best moments
4. Play through 100+ levels and more to come
5. Choose Sophie's next story or create your own
6. Subscribe for more news on Instagram, Facebook, Twitter, VK","[""Unity3d Advertisement"", ""Google Ads""]","[""Unity3D""]",True
37280,"1. Rabbi Lisa Dadon evening event registration
2. Parshat Mosegol study materials access
3. Miracles and salvation teachings by Rabbi Lisa Dadon
4. Event reminders for Rabbi Lisa Dadon evening
5. Discussion forum for Parshat Mosegol study
6. Rabbi Lisa Dadon's teachings on miracles and salvation
7. Event location and timing details for evening event
8. Notifications for updates on Parshat Mosegol study
9. Access to Rabbi Lisa Dadon's teachings on app
10. Q&A session with Rabbi Lisa Dadon on miracles and salvation","[""Conduit App"", ""Larva Labs SVG-Android""]","[""Apache Cordova""]",True
11679,"1. Watch entertaining movies (over six hours)
2. Play exciting games (ten games available)
3. Use Air Play function for Apple TV
4. Collect trophies to unlock surprises
5. Access 2 full movie episodes, 4 games, and a music video for free
6. Switch between multiple languages for learning purposes","[""Bolts Base Library"", ""Google Mobile Services""]","[""Facebook SDK""]",True
54405,"1. Drive realistic touring and race cars
2. Participate in knockout races with increasing difficulty
3. Engage in touring races with increasing difficulty
4. Experience realistic controls
5. Enjoy great gameplay
6. Compete against rivals and aim to beat them","[""Unity3D"", ""Android Support v4""]","[""Unity3d Advertisement""]",True
45146,"1. Post new threads
2. Reply to threads
3. Easily upload photos
4. Access articles and forums
5. Browse boats and boat parts classifieds
6. View galleries of races and events
7. Engage in discussions about the boating lifestyle
8. Get tech support for your boat","[""Quantcast Measure For Android"", ""Facebook SDK""]","[""Mob Toolkit""]",False
15324,"1. Play basketball on your mobile device
2. Compete with friends for added fun","[""Unity3d Advertisement"", ""Google Mobile Services""]","[""Unity3D""]",True
13618,"1. Dress up chic kitty for the party
2. Design special clothes for pregnant chic kitty
3. Match hairstyles and ornaments correctly
4. Choose from a variety of clothes and accessories
5. Use unique color match to create beautiful looks
6. Enjoy a hair spa for chic kitty
7. Makeover chic kitty with care
8. Use different makeup tools for a sweet date makeover
9. Play and learn makeover and dress up skills
10. Enjoy simple and interesting background music","[""Adobe Air"", ""Milkman plugins""]","[""Adobe Air FRE""]",True
35152,"1. Explore millions of flowers
2. Learn about our story and services
3. View pictures of unique flowers
4. Find flowers close to you
5. Learn about Cambrian Trading House LTD
6. Find our office locations
7. Importing flowers from all over the world
8. Specialization in South American flowers
9. Offering the best products from the best growers
10. Friendly and dedicated customer service","[""BiznessApps"", ""Bolts Base Library""]","[""Google Gson""]",True
45958,"1. Compendium of memory games and tile puzzles
2. Discover pairs of images with pirate puzzle
3. Angry pirate with sword in hand
4. Maps to find hidden treasure
5. 4 pirates' puzzles games with two difficulty levels
6. Improve fine motor skills and hand-eye coordination
7. Sharpen recognition skills and memory
8. Download pirate games for kids now","[""EPublib"", ""Kankan Wheel View""]","[""Android BitmapFun""]",False
20311,"1. Choose from ten different racing tracks.
2. Test your driving skills on curved tracks.
3. Navigate straight highways in intense races.
4. Overcome obstacles to reach the finish line.
5. Compete against opponents in challenging races.
6. Master each track to become a skilled racer.
7. Avoid mistakes to stay ahead of your opponents.
8. Experience thrilling races with strategic opponents.","[""AndroidNative"", ""Heyzap""]","[""Flurry SDK""]",True
55267,"- Choose from a variety of camels
- Engaging gameplay with race and bet mode
- Realistic 3D simulation of racing camels
- Multiple camera views during the race
- High-quality graphics and sound effects","[""Nexage SourceKit-MRAID For Android"", ""SOOMLA Framework for Game""]","[""Supersonic Android SDK""]",True
37891,"1. Official website of Jazz in the Gardens
2. Information about the festival
3. Line-up of artists performing at the festival
4. Live performances by Grammy award-winning artists
5. Wide variety of ethnically diverse foods
6. Merchandise from around the world
7. Record of previous year's attendance
8. Location of the festival (Sunlife Stadium, Miami Gardens, FL)","[""Jackson Json-processor"", ""Urban Airship""]","[""ACRA (Application Crash Reports for Android)""]",True
41718,"1. Increase your height naturally with techniques
2. Get details on how to increase your height
3. Download and install the app for free
4. Receive content on increasing your height naturally
5. Get a sneak-peak of the app's content
6. Download the app now for full benefits","[""Android BitmapFun"", ""Castorflex SmoothProgressBar""]","[""ActionBarSherlock""]",True
55660,"1. Comprehensive overview of experiences, excursion destinations, and sports facilities
2. Digital Mobility Card for free public transport
3. Information about the Zell am See-Kaprun Summer Card
4. Events calendar with various activities and programs
5. Culinary guide with restaurants, cafes, and bars
6. Rental shop addresses for bikes and shopping facilities
7. Tour suggestions for hiking, mountain biking, and trail running
8. Weather and lake temperatures
9. Operating hours of mountain railways
10. Overview map with navigation option via Google Maps","[""Google Tag Manager"", ""Volley HTTP library""]","[""Google Analytics""]",True
29852,"1. Spin Classic 3 Reel slot machines
2. Collect hourly bonus from the Lobby
3. Level up and increase free bonus
4. Get free coins gift
5. Play Free Spin Slot machines
6. Dial up Wilds with Classic Sevens
7. Experience Real Vegas Casino action
8. Try Diamond Triplets & Multi Gems
9. Add Vegas glitz with Flaming Sevens
10. Double your luck with Double Blossom & Neon Diamonds
11. Enjoy massive payouts and huge bonuses
12. Choose favorite Vegas Classic Slot Machine
13. Play without internet connection
14. Feel like you are in Vegas
15. Spin a trip down Las Vegas memory lane
16. Have endless fun in a real Vegas casino
17. Download Classic Slots 777 for free","[""Unity3d Advertisement"", ""Onevcat UniWebView""]","[""Unity3D""]",True
50169,"1. Avoid damaging your vehicle
2. Drive a steamroller to the parking zone
3. Drive construction vehicles crane to the parking zone
4. Avoid blockades and road blockage
5. Creative vehicle parking game with 3D simulator
6. Drive and steer the crane in a realistic construction simulator
7. Drive excavator simulator in city construction sites
8. Play a construction vehicles or Heavy Construction Crane simulator
9. 20 entertaining levels in Heavy Construction Crane 3D game
10. Complete 20 exciting crane simulator missions
11. Experience real crane physics
12. Explore a huge 3D environment
13. Enjoy high definition sound and cool camera views
14. Choose from multiple mega construction crane trucks
15. Complete missions within limited time","[""IronSource"", ""Immersion's Haptic SDK For Android""]","[""MoPub""]",True
31969,"1. Present 3D model of nearly 15,000 stars.
2. Database with detailed information about stars.
3. Search function to filter star data.
4. Import data from external sources.
5. Support for HYG and XHIP data formats.
6. Create and import custom data files.
7. Run built-in database on any device.
8. Download large datasets with good graphics chip and 1MB RAM.","[""Fmod"", ""Google Play SDK""]","[""Unity3D""]",True
42590,"1. Find almost 120 delicious Grilling recipes
2. Convenient categories for different types of Grill recipes
3. Video recipes to show you exactly what to do
4. Daily Recipes with brand new recipes every day
5. Recipes for Meat, Poultry, Seafood, Vegetarian, and Dessert
6. Save time and effort by finding the perfect recipe
7. Easy-to-use app with tested and true recipes
8. Free download for a limited time","[""EPublib"", ""Google Play SDK""]","[""Jasonkostempski""]",True
20975,"- Drive city bus vehicles
- Ensure passengers arrive on time
- Collect and unlock stunning bus vehicles
- Experience cutting-edge graphics
- Enjoy realistic bus driving simulator sounds
- Complete complex city bus missions
- Experience adrenaline-filled excitement
- Enjoy stunning bus dynamics","[""Unity3D"", ""Android Support v4""]","[""Unity3d Advertisement""]",True
43351,"1. Tap to remove plants, rocks, and trees
2. Chat with friends in the social area
3. Shop at various stores in the main town
4. Catch fish for your dragon
5. Decorate islands with various decorations
6. Use a rope as a leash for dragons
7. Evolve your dragons
8. Use energy farms to grow dragons","[""MobileAppTracking Android SDK"", ""Google Play SDK""]","[""Tapjoy""]",True
17896,"1. Fasten your seat belts
2. Smash all enemies to win
3. Enjoy the world of chaos and destruction
4. Race and destroy cars to score points
5. Finish in first place to win
6. Easy to use controls
7. Realistic car physics
8. Beautiful graphics","[""Google Tag Manager"", ""Nine Old Androids""]","[""Google Analytics""]",True
51961,"1. Turn your phone into a personal tour guide
2. Audio guided tours by local experts
3. GPS-activated voice tours
4. Offline use of tours and map
5. Create 3D videos of your travels
6. Share experiences with friends
7. Find nearby restaurants and cafés
8. Browse over 400 tours in different cities","[""MaterialProgressBar"", ""Google Ads""]","[""Afollestad Material Dialogs""]",True
39292,"1. Free app available on Android for crossword fans.
2. Daily crossword page for crossword enthusiasts.
3. Daily horoscope or star sign for fortune lovers.
4. Easy access to latest Malaysia news.
5. Stay informed with the latest news feed.
6. PUSH technology for customized news updates.
7. Major news sources from commercial and independent agencies.","[""Android BitmapFun"", ""Google Play SDK""]","[""ZXing ('Zebra Crossing')""]",True
28014,"1. Select your Country Boxer and your Opponent Boxer.
2. Select gaming mode i.e. Easy, Medium and Hard.
3. Swipe on screen for different punches.
4. Right swipe for left punch.
5. Left swipe for right punch.
6. Upper swipe for uppercut.
7. Down swipe for defensive cover.
8. Keep your green stamina line at 100%.
9. Red bar indicates life line of boxer.
10. Knock out the opponent boxer to win.
11. Punch maximum times at opponent's face for points.","[""Unity3d Advertisement"", ""Heyzap""]","[""Unity3D""]",True
36755,"1. Draw a call card for the judge.
2. Submit responses that match the call.
3. Pick a favorite response as the judge.
4. Play with popular or custom decks.","[""butterknife UI Framework"", ""Fasterxml""]","[""Retrofit Restful Library""]",True
30431,"1. Preview your apps
2. Log in with your credentials
3. Navigate through your apps
4. Send Push Notifications with the app","[""Jasonkostempski"", ""XML Pull""]","[""SLF4J API Module""]",True
19449,"1. Run with the LINE gang to rescue Sally!
2. Move LINE characters to dodge obstacles.
3. Train LINE characters to become world-class runners.
4. Power up characters to run further.
5. Compete against friends for the highest score.
6. Beat friends' high scores in Episode Mode.
7. Clear missions in Stage Mode.
8. Cooperate with friends in Party Mode.","[""Android for Cars SDK"", ""Unity3D""]","[""Tune Marketing Console SDK""]",True
